Month,Day,Hour,Year,Temp,RH,wind,ssrd,strd,sp,tp
1,2,10,2007,276.6567257,73.86389861,2.840014512,632.4016667,349.435,56493.96112,0.0001
1,2,11,2007,277.6036682,72.13102502,3.566725532,677.7283333,352.8583333,56495.60988,0.0001
1,2,12,2007,278.4906471,74.53290524,4.206724811,594.8416667,356.7916667,56472.47701,0.0001
1,2,13,2007,279.2637677,75.39845277,4.320070721,506.0233333,353.3216667,56438.32411,0.0001
1,2,14,2007,279.5772442,76.66563802,4.566788047,447.7366667,349.705,56391.86339,0.0001
1,2,15,2007,278.9503574,79.93302102,4.026715842,328.3366667,340.625,56361.70692,0.0001
1,2,16,2007,278.5235389,82.19981,3.740040413,190.3233333,332.8166667,56311.33408,0.0001
1,2,17,2007,277.8970016,82.86652288,3.413388509,65.415,327.92,56293.35615,0.0001
1,2,18,2007,277.4102237,82.86594349,2.880022672,0,317.9166667,56285.49367,0.0001
1,2,19,2007,276.4835522,85.79956458,2.417684775,0,307.2016667,56326.27379,0.0001
1,2,20,2007,275.7262692,91.53333355,1.493333941,0,317.45,56377.80012,0.0001
1,2,21,2007,275.1900491,95.53320523,1.19999886,0,319.6966667,56430.16149,0.0001
1,2,22,2007,274.8299055,96.86672151,1.079987378,0,319.645,56480.38878,0.0001
1,2,23,2007,274.5499382,97.26670582,1.319993464,0,318.0133333,56508.30207,0.0001
1,3,0,2007,274.3232337,98.93334919,1.199983224,0,314.8566667,56493.65296,0.0001
1,3,1,2007,274.0019433,98.66669297,1.013315169,0,303.1166667,56449.26914,0.0001
1,3,2,2007,273.7959907,98.40004138,1.066656193,0,317.1666667,56399.25686,0.0001
1,3,3,2007,273.843142,98.66667638,1.079993171,0,314.7466667,56357.18204,0.0001
1,3,4,2007,273.6497786,98.33344828,1.166651291,0,310.7233333,56328.74724,0.0001
1,3,5,2007,273.355518,98.53338728,1.398666699,8.643333333,317.3583333,56327.13907,0.0001
1,3,6,2007,273.1757959,98.3334659,1.666647678,109.8966667,311.3583333,56353.15081,0.0001
1,3,7,2007,273.2076013,97.40012247,1.693311876,257.1166667,312.635,56391.4762,0.0001
1,3,8,2007,274.1364379,93.93316475,1.439987612,402.1883333,334.5066667,56443.65871,0.0001
1,3,9,2007,275.1463737,85.86689461,1.50665883,503.82,342.4933333,56477.8957,0.0001
1,3,10,2007,276.3433742,75.19875998,1.906658284,603.3516667,349.7383333,56506.23792,0.0001
1,3,11,2007,277.2435957,69.99736116,2.726704281,655.9666667,353.21,56506.84217,0.0001
1,3,12,2007,277.9034859,70.19736608,3.12002615,588.9883333,355.6783333,56487.86897,0.0001
1,3,13,2007,278.7170829,69.50972843,3.200074149,504.2166667,352.93,56452.92933,0.0001
1,3,14,2007,279.3569829,74.46488736,3.313374033,412.6933333,351.18,56402.70458,0.0001
1,3,15,2007,278.7168646,79.06617279,3.580019219,315.0516667,341.3,56366.48896,0.0001
1,3,16,2007,278.2502279,79.99941065,3.580019166,181.7366667,332.06,56310.04269,0.0001
1,3,17,2007,277.8770013,81.33335432,2.966680548,58.87,335.1066667,56297.18624,0.0001
1,3,18,2007,277.1101314,83.77181003,2.253341573,0,318.3833333,56296.56867,0.0001
1,3,19,2007,276.176828,89.93312948,1.753341386,0,306.98,56334.231,0.0001
1,3,20,2007,275.350013,95.7334142,1.233327715,0,316.6516667,56392.13287,0.0001
1,3,21,2007,274.9099983,98.19994203,1.433302016,0,313.93,56446.60466,0.0001
1,3,22,2007,274.583255,98.60008091,1.293340558,0,313.5383333,56491.63806,0.0001
1,3,23,2007,274.1831272,98.80002611,1.219995026,0,314.4533333,56519.67771,0.0001
1,4,0,2007,273.9564633,98.99998441,1.193328115,0,313.6,56507.85118,0.0001
1,4,1,2007,273.7630241,98.53337534,1.093330339,0,300.695,56466.93566,0.0001
1,4,2,2007,273.5358562,98.86665193,1.099988178,0,311.3066667,56413.24647,0.0001
1,4,3,2007,273.2896143,98.53334711,1.246651513,0,311.0383333,56369.24224,0.0001
1,4,4,2007,273.075626,97.66674019,1.439985046,0,310.72,56337.52123,0.0001
1,4,5,2007,272.9626439,96.7999182,1.626661486,9.086666667,319.6983333,56342.50511,0.0001
1,4,6,2007,272.8288257,96.2666991,1.779999544,112.3016667,316.9133333,56364.39658,0.0001
1,4,7,2007,272.8823799,95.93334738,1.706666133,261.0033333,317.3916667,56407.48475,0.0001
1,4,8,2007,274.0365376,94.2665962,1.693315918,407.31,341.3266667,56464.877,0.0001
1,4,9,2007,275.3500696,82.73300214,1.9333353,527.1383333,352.3116667,56497.12615,0.0001
1,4,10,2007,276.5434609,74.26469464,2.913350187,616.6516667,355.7366667,56531.45598,0.0001
1,4,11,2007,277.5435771,71.79841989,3.293347447,643.1583333,357.1016667,56534.39983,0.0001
1,4,12,2007,278.1506623,72.53256626,3.813385449,586.4916667,358.0866667,56508.6631,0.0001
1,4,13,2007,278.8768839,75.12937135,4.433430652,483.2666667,354.4716667,56477.9733,0.0001
1,4,14,2007,279.0773665,77.13189587,4.586846095,459.7416667,350.4383333,56427.30605,0.0001
1,4,15,2007,278.703603,82.86614073,4.014701993,353.845,338.7533333,56388.85635,0.0001
1,4,16,2007,278.2635592,83.2655406,4.066752736,204.58,332.4966667,56337.54565,0.0001
1,4,17,2007,277.6635712,84.73310017,3.620089635,72.37666667,328.5616667,56317.16337,0.0001
1,4,18,2007,276.8767616,86.99975887,3.040016459,0,316.7066667,56321.51255,0.0001
1,4,19,2007,276.1834573,90.39973449,2.080005784,0,301.7666667,56358.09272,0.0001
1,4,20,2007,275.4566723,95.06650773,1.539978444,0,316.875,56412.05413,0.0001
1,4,21,2007,274.9033093,97.93335979,1.153326077,0,314.9433333,56456.08547,0.0001
1,4,22,2007,274.4499921,99.79995043,1.820004726,0,313.8216667,56499.39056,0.0001
1,4,23,2007,274.1165926,99.9332947,1.78663133,0,315.5733333,56529.56675,0.0001
1,5,0,2007,273.8765101,99.400025,1.779994078,0,311.465,56517.21932,0.0001
1,5,1,2007,273.649887,99.19996767,1.62664846,0,298.8516667,56475.47592,0.0001
1,5,2,2007,273.4831291,99.4666546,1.586643425,0,309.8733333,56423.28606,0.0001
1,5,3,2007,273.2626819,99.66671058,1.226660698,0,308.395,56377.43681,0.0001
1,5,4,2007,273.1563623,98.93337696,1.219994872,0,304.9383333,56348.69109,0.0001
1,5,5,2007,273.0090656,98.46672891,1.320016268,8.873333333,314.4483333,56346.18337,0.0001
1,5,6,2007,272.7558396,98.53338157,1.493327631,120.0383333,312.7633333,56369.23698,0.0001
1,5,7,2007,272.7812502,97.9333796,1.506653164,269.865,314.6583333,56412.15074,0.0001
1,5,8,2007,273.9564907,93.40024668,1.519280955,444.3016667,335.35,56467.6733,0.0001
1,5,9,2007,275.3797119,82.99995271,2.213333489,554.955,345.3866667,56497.45458,0.0001
1,5,10,2007,276.4436358,74.53188115,2.793345672,684.4516667,349.2866667,56523.49405,0.0001
1,5,11,2007,277.5168908,69.99860605,3.333361945,721.4816667,351.255,56528.91216,0.0001
1,5,12,2007,278.5035488,69.46535991,3.513378983,682.2466667,354.8416667,56507.80404,0.0001
1,5,13,2007,278.8639215,71.93070621,3.640035286,571.3833333,352.2683333,56471.2248,0.0001
1,5,14,2007,279.4703551,75.33090561,3.793464688,469.5066667,353.7633333,56421.81079,0.0001
1,5,15,2007,279.3434825,80.46606839,3.686748072,347.1666667,341.335,56387.45841,0.0001
1,5,16,2007,278.6169981,79.99759796,3.260025669,207.8966667,331.2833333,56329.66447,0.0001
1,5,17,2007,278.2837165,80.53204283,3.286999252,71.21666667,329.8766667,56307.8804,0.0001
1,5,18,2007,277.2635136,81.79884513,2.89333731,0,313.79,56309.41919,0.0001
1,5,19,2007,276.4099942,85.19792663,2.693344117,0,301.4666667,56343.1876,0.0001
1,5,20,2007,275.6167755,92.33310453,1.579978119,0,311.47,56396.96284,0.0001
1,5,21,2007,275.0433614,95.86646265,1.439987452,0,312.0016667,56452.56912,0.0001
1,5,22,2007,274.5699155,97.73326315,1.980009946,0,312.9283333,56495.52914,0.0001
1,5,23,2007,274.3298557,98.46666749,2.240004818,0,310.945,56516.12705,0.0001
1,6,0,2007,274.123288,99.60004042,1.999994559,0,312.5233333,56505.4212,0.0001
1,6,1,2007,273.9898787,99.60002586,1.801692555,0,298.4983333,56463.72482,0.0001
1,6,2,2007,273.8631374,98.53332711,1.419984856,0,305.07,56409.85796,0.0001
1,6,3,2007,273.1497786,97.93328185,1.813320014,0,303.73,56358.89275,0.0001
1,6,4,2007,272.9495694,97.5998765,1.680001506,0,301.2616667,56342.46446,0.0001
1,6,5,2007,272.9429545,97.06673726,1.573334858,9.446666667,310.5083333,56333.1015,0.0001
1,6,6,2007,272.8030697,97.60001094,1.633325852,123.0966667,309.7783333,56357.8904,0.0001
1,6,7,2007,272.9564738,96.73331503,1.659995812,283.7666667,312.0683333,56398.76718,0.0001
1,6,8,2007,274.3366545,88.39976766,1.566669576,431.6,335.6916667,56460.8045,0.0001
1,6,9,2007,275.8634476,73.53314734,2.406664393,533.2833333,347.42,56490.57855,0.0001
1,6,10,2007,277.0243338,65.46275088,3.386687974,672.9233333,348.08,56518.35428,0.0001
1,6,11,2007,278.0368442,62.1918648,4.306802037,735.7583333,351.31,56521.99401,0.0001
1,6,12,2007,278.9171265,64.53131991,4.233467474,682.4116667,354.3,56495.24995,0.0001
1,6,13,2007,279.837505,68.59530433,4.580123428,630.8983333,347.6266667,56455.54385,0.0001
1,6,14,2007,280.3312191,74.1983538,4.113425338,496.685,347.48,56406.27135,0.0001
1,6,15,2007,280.1047385,79.26626102,4.833409778,377.7216667,332.73,56380.81292,0.0001
1,6,16,2007,279.4506596,81.93150298,4.360033275,213.4783333,328.2483333,56323.03929,0.0001
1,6,17,2007,278.323694,81.39943014,3.573355235,74.56333333,327.6633333,56302.81084,0.0001
1,6,18,2007,277.5035584,81.93149475,2.926707282,0,313.5616667,56303.11373,0.0001
1,6,19,2007,276.4501384,84.99951024,2.13334298,0,306.19,56340.56013,0.0001
1,6,20,2007,275.6366841,90.53295717,1.253325594,0,316.44,56394.84329,0.0001
1,6,21,2007,275.210025,93.59984124,1.273340875,0,312.275,56454.86091,0.0001
1,6,22,2007,274.8166396,95.99994829,1.286657823,0,310.4833333,56497.52141,0.0001
1,6,23,2007,274.5499552,97.59996922,1.459999012,0,307.75,56523.66767,0.0001
1,7,0,2007,274.3099505,98.73320879,1.239983741,0,305.8366667,56510.57883,0.0001
1,7,1,2007,273.996609,98.73316676,1.379983777,0,287.3366667,56468.97168,0.0001
1,7,2,2007,273.7564886,98.73336365,1.40000626,0,302.8966667,56417.663,0.0001
1,7,3,2007,273.3829905,98.66671781,1.273311212,0,304.2266667,56374.75129,0.0001
1,7,4,2007,273.1692975,98.40005884,1.266647119,0,300.2633333,56350.01416,0.0001
1,7,5,2007,273.0553158,97.46670057,1.266676395,8.155,307.2266667,56345.23954,0.0001
1,7,6,2007,272.9288142,96.86670318,1.346645737,111.4183333,307.2333333,56371.59945,0.0001
1,7,7,2007,272.8495198,96.00002186,1.473303289,271.8033333,305.815,56415.88527,0.0001
1,7,8,2007,274.2631121,89.26662118,1.446672014,421.2633333,330.4716667,56470.50279,0.0001
1,7,9,2007,275.8901922,74.66606656,1.893311164,555.1566667,342.03,56507.08642,0.0001
1,7,10,2007,277.3500831,65.0622777,3.140016972,668.84,344.5566667,56533.70048,0.0001
1,7,11,2007,278.403654,62.26452106,4.046740152,725.3816667,349.5233333,56538.12151,0.0001
1,7,12,2007,279.4038669,64.28532775,4.686754011,668.7966667,353.345,56515.57879,0.0001
1,7,13,2007,280.3144582,67.93220094,4.766727147,610.1066667,348.8916667,56475.96732,0.0001
1,7,14,2007,280.8945983,73.46378049,4.720104405,499.9633333,347.7733333,56422.83251,0.0001
1,7,15,2007,280.337624,79.46461188,4.620044593,383.9966667,330.7316667,56390.92358,0.0001
1,7,16,2007,279.3772567,83.06573077,4.020039853,222.8483333,328.3716667,56335.97565,0.0001
1,7,17,2007,278.550299,80.33280799,3.373375886,79.99,328,56310.32223,0.0001
1,7,18,2007,277.8168432,79.33169222,2.600036356,0,314.1866667,56311.51741,0.0001
1,7,19,2007,276.9569121,80.665478,1.90000592,0,303.8033333,56346.7646,0.0001
1,7,20,2007,276.0634071,85.99962826,1.313320639,0,310.8133333,56401.67171,0.0001
1,7,21,2007,275.4232552,91.06655621,0.81997592,0,310.7616667,56447.96378,0.0001
1,7,22,2007,274.9632463,95.46663638,0.846642047,0,316.0483333,56489.12898,0.0001
1,7,23,2007,274.649986,96.66680768,1.019988771,0,312.1216667,56519.86881,0.0001
1,8,0,2007,274.4098862,97.39999046,1.106664177,0,304.7416667,56509.04396,0.0001
1,8,1,2007,274.1831729,98.66678075,1.286647927,0,292.9633333,56465.8271,0.0001
1,8,2,2007,273.9497284,99.20005299,1.273326734,0,305.2666667,56414.63692,0.0001
1,8,3,2007,273.5963666,99.33341079,1.259994856,0,304.1683333,56373.91945,0.0001
1,8,4,2007,273.4551929,98.73339635,1.346657791,0,304.5083333,56342.20789,0.0001
1,8,5,2007,273.2622988,99.13332433,1.273325181,7.348333333,314.345,56341.12363,0.0001
1,8,6,2007,273.194525,99.33332688,1.593314574,108.3283333,305.1433333,56368.13161,0.0001
1,8,7,2007,273.2362207,97.93331186,1.639991176,256.2666667,307.2916667,56412.51767,0.0001
1,8,8,2007,274.5032548,89.20003589,1.586656194,409.065,329.7583333,56468.085,0.0001
1,8,9,2007,276.0302268,73.73310835,1.966680738,526.205,337.345,56504.62337,0.0001
1,8,10,2007,277.5368749,63.33125346,2.879998976,650.1,344.4216667,56533.86417,0.0001
1,8,11,2007,278.6370481,60.73079263,3.606710779,703.2616667,349.8016667,56538.07148,0.0001
1,8,12,2007,279.6378635,62.39191702,4.166749765,613.2683333,353.3883333,56514.4917,0.0001
1,8,13,2007,280.4060217,66.33106993,4.80007418,488.8533333,351.1066667,56476.01602,0.0001
1,8,14,2007,280.703188,71.46365396,4.5667404,424.4483333,346.7466667,56425.56892,0.0001
1,8,15,2007,279.7909442,73.59808068,4.38006837,321.39,336.4333333,56393.47137,0.0001
1,8,16,2007,278.9902532,75.19757607,4.033422798,182.6366667,327.75,56336.05497,0.0001
1,8,17,2007,278.5837848,76.93150976,2.86004481,64.74666667,331.0633333,56314.42888,0.0001
1,8,18,2007,277.8303296,76.93214532,2.453343406,0,310.485,56311.12417,0.0001
1,8,19,2007,276.8835241,78.79832784,1.81998783,0,302.5266667,56347.32471,0.0001
1,8,20,2007,275.9700467,86.86610365,1.25999439,0,310.8733333,56399.59455,0.0001
1,8,21,2007,275.3766661,91.19931461,1.033327449,0,313.9933333,56455.08767,0.0001
1,8,22,2007,274.9166195,94.06657358,0.966646801,0,313.4933333,56502.67062,0.0001
1,8,23,2007,274.476643,94.93311991,1.526664959,0,311.115,56533.75229,0.0001
1,9,0,2007,274.2898767,95.26659149,1.433326821,0,313.335,56529.16292,0.0001
1,9,1,2007,274.2097122,96.1999943,1.439990934,0,301.185,56484.33465,0.0001
1,9,2,2007,274.0698913,96.93321785,1.353329972,0,311.615,56428.85149,0.0001
1,9,3,2007,273.349633,97.80008509,1.293333112,0,308.8383333,56378.62278,0.0001
1,9,4,2007,273.089001,98.33341211,1.433319098,0,306.7716667,56350.84156,0.0001
1,9,5,2007,272.8823953,98.06670032,1.706697313,6.821666667,316.095,56348.52752,0.0001
1,9,6,2007,272.7228426,98.53344331,1.766649064,106.5383333,312.42,56374.36909,0.0001
1,9,7,2007,272.9273826,97.59996936,1.873328947,258.1683333,315.2466667,56418.0627,0.0001
1,9,8,2007,274.3765652,91.39996771,1.600027552,406.705,336.9683333,56480.30954,0.0001
1,9,9,2007,275.8901891,78.59953218,2.226682235,536.5483333,348.29,56513.16033,0.0001
1,9,10,2007,277.1901587,69.59869724,3.000009678,670.5783333,347.79,56542.71948,0.0001
1,9,11,2007,278.1367605,67.9314611,3.820037719,727.7616667,352.62,56543.10935,0.0001
1,9,12,2007,279.0638282,71.5312583,4.253364868,667.07,354.1383333,56522.21088,0.0001
1,9,13,2007,279.7380121,74.86519108,4.140061604,551.0666667,350.42,56475.18645,0.0001
1,9,14,2007,280.6773175,76.66573734,4.00672933,476.8283333,341.7666667,56429.76437,0.0001
1,9,15,2007,280.1904739,81.59950283,3.706714052,329.42,332.7316667,56379.43978,0.0001
1,9,16,2007,279.4370313,80.33295738,3.160037697,171.9883333,327.2333333,56320.22931,0.0001
1,9,17,2007,278.5835096,81.59948821,3.200035423,59.22166667,329.8883333,56291.33328,0.0001
1,9,18,2007,277.7255231,81.59934903,3.306699664,0,318.11,56293.88699,0.0001
1,9,19,2007,276.496753,86.73292734,2.793340017,0,307.6783333,56335.7524,0.0001
1,9,20,2007,275.7634364,91.99996048,2.260002123,0,319.235,56390.46725,0.0001
1,9,21,2007,275.343424,96.46659755,1.473326443,0,317.215,56449.75621,0.0001
1,9,22,2007,275.0566568,97.53342583,1.926665818,0,314.855,56492.53484,0.0001
1,9,23,2007,274.6765849,98.26663701,2.066678916,0,314.8516667,56523.99183,0.0001
1,10,0,2007,274.4765518,98.39989984,1.953335617,0,304.5933333,56508.04457,0.0001
1,10,1,2007,274.2832529,98.99999278,1.833335016,0,289.8666667,56464.66041,0.0001
1,10,2,2007,274.0950093,99.46670138,1.68665049,0,305.0916667,56408.80178,0.0001
1,10,3,2007,273.856602,98.73342342,1.54000343,0,302.1333333,56356.49979,0.0001
1,10,4,2007,273.6363845,98.93337563,1.313320949,0,304.21,56332.77947,0.0001
1,10,5,2007,273.4697149,98.40005513,1.533328042,5.858333333,314.0483333,56328.21953,0.0001
1,10,6,2007,273.376137,98.13322232,1.686671353,96.58,306.9933333,56355.17232,0.0001
1,10,7,2007,273.2964566,97.96916627,1.826676226,242.05,308.2966667,56388.81527,0.0001
1,10,8,2007,274.1299218,92.13328547,2.079997558,378.0133333,334.3383333,56446.5419,0.0001
1,10,9,2007,275.4433526,79.39926723,2.520050253,466.1766667,342.1483333,56477.40505,0.0001
1,10,10,2007,276.55797,71.26483798,3.354569945,591.5966667,345.4766667,56505.18765,0.0001
1,10,11,2007,277.296988,69.86580993,3.740056903,605.45,348.9033333,56511.43606,0.0001
1,10,12,2007,277.8969837,71.66559103,4.000101918,558.8633333,353.5083333,56488.55736,0.0001
1,10,13,2007,278.3237176,73.59770158,4.040037128,482.67,350.67,56448.07036,0.0001
1,10,14,2007,278.743878,76.4657646,3.967652894,400.615,348.195,56392.63724,0.0001
1,10,15,2007,278.4902548,79.73231229,4.000073369,307.5116667,336.745,56351.33304,0.0001
1,10,16,2007,278.3901685,80.39965791,3.906717545,189.625,326.7033333,56301.12493,0.0001
1,10,17,2007,277.7635784,80.33316126,3.733357917,66.91166667,328.275,56266.06524,0.0001
1,10,18,2007,277.0968666,80.66618365,2.620011126,0,312.2933333,56277.77195,0.0001
1,10,19,2007,276.3233618,84.5333291,2.013334666,0,303.0916667,56311.45106,0.0001
1,10,20,2007,275.5500559,90.79979709,1.553299946,0,316.04,56365.29458,0.0001
1,10,21,2007,275.1500047,93.93342357,1.393331333,0,312.27,56423.40882,0.0001
1,10,22,2007,274.856664,95.93324218,1.566664364,0,310.8316667,56473.64248,0.0001
1,10,23,2007,274.4966074,97.86669409,1.48666652,0,309.3866667,56499.7357,0.0001
1,11,0,2007,274.2965148,98.06672229,1.179973198,0,310.9633333,56485.4299,0.0001
1,11,1,2007,274.0364558,98.73334403,1.186663255,0,297.89,56442.51427,0.0001
1,11,2,2007,273.9431925,97.93334585,1.266668124,0,309.6233333,56391.33609,0.0001
1,11,3,2007,273.769836,97.46676396,1.119989375,0,306.5066667,56344.17073,0.0001
1,11,4,2007,273.6098024,97.86668682,1.326661765,0,306.2366667,56320.9792,0.0001
1,11,5,2007,273.5296437,97.40002758,1.499974592,6.086666667,318.3383333,56312.17753,0.0001
1,11,6,2007,273.4030941,97.73331749,1.506657622,89.73666667,317.8816667,56340.66215,0.0001
1,11,7,2007,273.4363558,96.20007363,1.359993298,225.5316667,319.235,56381.14381,0.0001
1,11,8,2007,274.3099341,91.93308921,1.326664564,378.085,337.5716667,56440.97036,0.0001
1,11,9,2007,275.4699834,80.53275092,2.426677241,503.8216667,344.2866667,56469.95879,0.0001
1,11,10,2007,276.5233995,72.19862454,3.053332624,605.4416667,348.6233333,56502.1682,0.0001
1,11,11,2007,277.2636616,72.06456621,3.453366114,668.33,353.4683333,56508.01939,0.0001
1,11,12,2007,277.9713433,72.93200254,4.240093438,640.545,353.4566667,56487.47533,0.0001
1,11,13,2007,278.5640656,76.39657903,4.506748547,572.545,348.3933333,56447.20812,0.0001
1,11,14,2007,279.1574365,79.58675531,4.341198623,467.29,343.9383333,56398.91737,0.0001
1,11,15,2007,278.7243319,81.53307829,4.906732838,340.81,334.0816667,56362.00924,0.0001
1,11,16,2007,278.5039145,83.13270286,5.020124846,197.08,328.5,56314.21261,0.0001
1,11,17,2007,277.6368411,85.53312973,4.606857836,67.02,331.7383333,56280.02266,0.0001
1,11,18,2007,276.8833421,87.33316537,3.753437388,0,315.4333333,56284.7966,0.0001
1,11,19,2007,276.0633967,89.73326762,2.493358449,0,301.2983333,56315.35302,0.0001
1,11,20,2007,275.430036,93.66657199,1.673329663,0,309.4916667,56382.07259,0.0001
1,11,21,2007,274.9300549,96.39995386,2.033318206,0,309.0333333,56435.15222,0.0001
1,11,22,2007,274.4966214,98.46657404,2.233344658,0,311.1933333,56485.38532,0.0001
1,11,23,2007,274.2832369,98.53331858,2.186671078,0,310.2566667,56509.9549,0.0001
1,12,0,2007,274.083105,98.53331717,2.146670975,0,307.045,56496.20989,0.0001
1,12,1,2007,273.8832514,99.33331352,1.653332244,0,298.0333333,56454.85999,0.0001
1,12,2,2007,273.7965393,99.66664423,1.433310378,0,309.2116667,56409.04355,0.0001
1,12,3,2007,273.7098153,99.33332886,0.980006927,0,310.11,56356.73359,0.0001
1,12,4,2007,273.4832145,99.60000445,0.906661454,0,311.4933333,56335.30973,0.0001
1,12,5,2007,273.409722,99.40008639,1.179989472,5.875,321.6733333,56334.95875,0.0001
1,12,6,2007,273.2691578,99.40008524,1.400002028,96.52166667,318.1716667,56361.35063,0.0001
1,12,7,2007,273.2629172,98.80013513,1.586673792,241.8666667,317.615,56397.8378,0.0001
1,12,8,2007,274.2165555,93.46663565,1.640025033,401.0316667,338.7433333,56457.83464,0.0001
1,12,9,2007,275.4499865,78.59987623,2.133334205,522.995,345.2483333,56490.07482,0.0001
1,12,10,2007,276.5435821,72.13081942,2.920039613,624.8066667,349.1083333,56518.68529,0.0001
1,12,11,2007,277.4901137,69.19779983,4.126784356,703.5066667,351.1183333,56521.4603,0.0001
1,12,12,2007,278.1302316,69.39796753,4.580198693,641.825,355.7733333,56499.23214,0.0001
1,12,13,2007,278.6969323,74.39870787,4.786787964,565.26,352.4733333,56459.96357,0.0001
1,12,14,2007,279.210663,79.3994287,4.653496607,490.8166667,348.7766667,56413.31005,0.0001
1,12,15,2007,278.6303612,84.13266885,4.75353584,356.6783333,339.535,56377.21695,0.0001
1,12,16,2007,278.7638837,84.13330744,4.346743053,205.285,332.17,56320.87832,0.0001
1,12,17,2007,278.2235665,83.06637362,3.960069331,73.435,330.5866667,56294.70347,0.0001
1,12,18,2007,277.4835382,82.93284681,3.140099261,0,311.72,56299.12689,0.0001
1,12,19,2007,276.3434108,87.86653265,2.308095406,0,298.9966667,56335.31797,0.0001
1,12,20,2007,275.6367985,94.26660702,1.840028311,0,310.5416667,56387.61598,0.0001
1,12,21,2007,275.2033299,96.20000832,1.199992817,0,310.5116667,56439.41777,0.0001
1,12,22,2007,274.8432111,98.06672204,1.373329712,0,311.7966667,56488.23395,0.0001
1,12,23,2007,274.5699318,99.26672899,1.206652504,0,309.8816667,56516.06556,0.0001
1,13,0,2007,274.3232229,99.00004187,1.166653778,0,308.8733333,56502.36707,0.0001
1,13,1,2007,274.0697757,99.59998064,1.426670461,0,296.5933333,56462.19258,0.0001
1,13,2,2007,273.9497002,99.26677546,1.573342447,0,307.5683333,56407.23509,0.0001
1,13,3,2007,273.683238,99.26670391,1.446667912,0,308.9633333,56369.57515,0.0001
1,13,4,2007,273.4698561,99.33332205,1.420011921,0,307.445,56341.22505,0.0001
1,13,5,2007,273.4297519,98.26671213,1.406667487,5.551666667,319.015,56337.79598,0.0001
1,13,6,2007,273.4431135,98.20004614,1.219981876,82.97,319.255,56364.41315,0.0001
1,13,7,2007,273.4829364,97.19997703,1.279982748,219.74,319.2783333,56402.77486,0.0001
